"Despesa_Sap","Despesa_Tm1"
"Mar - PB1202.2 - 0800029311-UNISYS BRASIL LTDA-EM-","PB1202.2 - Manutenção Software E-Forms (NFe)"
"Mar - PB1202.3 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.4 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.5 - PROV. AD SOLUTIONS - MANUTENÇÃO SW ADTRA","PB1202.4 - ADSOLUTIONS - Licença AD Tracking"
"Mar - PB1202.6 - PROV. UNISYS - MANUTENÇÃO SW  E-FORMES -","PB1202.2 - Manutenção Software E-Forms (NFe)"
"Mar - PB1202.7 - PROV. SAGE (XRT)  - MANUTENÇÃO SW  XRT -","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.8 - APP_SFW_MAINTENANCE_LIC. XRT-RENOV/18","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.9 - ALOCAÇÃO DE SOFTWARE E-FORMES","PB1202.2 - Manutenção Software E-Forms (NFe)"
"Mar - PB1202.10 - ALOCAÇÃO DE SOFTWARE E-FORMES","PB1202.2 - Manutenção Software E-Forms (NFe)"
"Mar - PB1202.11 - APP_SFW_MAINTENANCE_ADTRACKING","PB1202.4 - ADSOLUTIONS - Licença AD Tracking"
"Mar - PB1202.12 - ALOCAÇÃO DE SOFTWARE E-FORMES","PB1202.2 - Manutenção Software E-Forms (NFe)"
"Mar - PB1202.13 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.14 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.15 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1202.16 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1203.1 - GESTÃO MENSAL BHFOX - MARÇO 2018","PB1203.4 - AMS aplicativos FOX PRO"
"Mar - PB1203.2 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.3 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.4 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.5 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.6 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.7 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.8 - 0800004336-BH FOX INFORMATICA L-EM-","PB1203.4 - AMS aplicativos FOX PRO"
"Mar - PB1203.9 - 0800004336-BH FOX INFORMATICA L-EM-","PB1203.4 - AMS aplicativos FOX PRO"
"Mar - PB1203.10 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.11 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.12 - PROV. KEEPTRUE (AVALARA) - A M S MANUTEN","PB1203.7 - AMS Sistema Controle de Remessa"
"Mar - PB1203.13 - PROV. STEFANINI - SISTEMAS FINANCE - REF","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.14 - PROV. TECHEDGE - AMS ZOOM, SEMPLICE E NI","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.15 - PROV. TECHEDGE - TCC ESSBASE HYPERION -","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.16 - PROV. SAGE (XRT)  - AMS XRT - REF. JANEI","PB1203.1 - AMS  XRT"
"Mar - PB1203.17 - APP_ASO_AMS_AMS XRT","PB1203.1 - AMS  XRT"
"Mar - PB1203.18 - SUPORTE ANALISTA PARA FINANÇAS","PB1203.8 - Serviços Controladoria de Custos"
"Mar - PB1203.19 - APP_PFS__SUPORTE ANA. FINANÇAS","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.20 - SUPORTE ANALISTA PARA FINANÇAS","PB1203.8 - Serviços Controladoria de Custos"
"Mar - PB1203.21 - SUPORTE ANALISTA PARA FINANÇAS","PB1203.8 - Serviços Controladoria de Custos"
"Mar - PB1203.22 - APP_ASO__A M S TEC. ZOOM","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.23 - TCC TECHEDGE 2018","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.24 - APP_ASO_AMS_AMS XRT","PB1203.1 - AMS  XRT"
"Mar - PB1203.25 - APP_ASO_AMS_AMS XRT","PB1203.1 - AMS  XRT"
"Mar - PB1203.26 - APP_ASO_AMS_AMS XRT","PB1203.1 - AMS  XRT"
"Mar - PB1203.27 - APP_ASO_AMS_AMS XRT","PB1203.1 - AMS  XRT"
"Mar - PB1203.28 - 0053700011 - SERV DE MANUTENCAO CORRETIV","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.29 - 0053700011 - SERV DE MANUTENCAO CORRETIV","PB1203.2 - AMS  ZOOM, Semplice e Niagara + TCC Essbase"
"Mar - PB1203.30 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.31 - 0800031610-SQUADRA TECNOLOGIA S-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.32 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.33 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.34 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.35 - 0800002936-STEFANINI CONSULTORI-EM-","PB1203.3 - Serviços AR Full SAP"
"Mar - PB1203.36 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1202.3 - Manutenção Software XRT"
"Mar - PB1203.37 - 0800008044-SAGE XRT BRASIL LTDA-EM-","PB1201 - Manutenção Evolutiva"
"Mar - PB1203.38 - RECL. ICT CONTRACTS","PB1203.8 - Serviços Controladoria de Custos"
"Mar - PB1203.39 - RECL. ICT CONTRACTS","PB1203.8 - Serviços Controladoria de Custos"
"Mar - PB1203.40 - PROV. AVALARA - AMS SISTEMA CONTROLE DE","PB1203.7 - AMS Sistema Controle de Remessa"
"Mar - PB1204.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2018","PB1204.2 - PRODUCT COSTING AMS FIASA/FAASA"
"Mar - PB1204.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017","PB1204.2 - PRODUCT COSTING AMS FIASA/FAASA"
"Mar - PB1204.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2016","PB1204.2 - PRODUCT COSTING AMS FIASA/FAASA"
"Mar - PB1204.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018","PB1204 - Repasse de Custos FCA Itália"
"Mar - PB1204.5 - TRANSFERENCIA CAMBIAL FGA ICT",""
"Mar - PB1204.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1204.7 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1206.1 - PROV.MANUTENÇÕES EVOLUTIVAS COMECIAL",""
"Mar - PB1207.1 - MANUTENÇÃO SW TRILLIUM - 12/12",""
"Mar - PB1207.2 - MANT SW ELA IBM  - 6/12",""
"Mar - PB1208.1 - PROV. BHTEC - AMS PORTAL DPR + SGTR - JA",""
"Mar - PB1208.2 - PROV. DEALERNET - AMS  DGR - JANEIRO E F",""
"Mar - PB1208.3 - PROV. FORCE ONE - AMS SALES OPERATIONS -",""
"Mar - PB1208.4 - PROV. JFOX SERVIÇOS DE ARQUITETURA SALES",""
"Mar - PB1208.5 - PROV. STEFANINI - HELP DESK CONCESSIONÁR",""
"Mar - PB1208.6 - ICTL- ANALISE BI COGNOS/QLIKVIEW - BAIXA",""
"Mar - PB1208.7 - EUS_EXS__HELP DESK",""
"Mar - PB1208.8 - PROV. BHTEC - AMS PORTAL DPR + SGTR - JA",""
"Mar - PB1208.9 - PROV. DEALERNET - AMS  DGR - JAN A MAR/1",""
"Mar - PB1208.10 - PROV. JFOX - SERVIÇOS DE ARQUITETURA SAL",""
"Mar - PB1209.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1209.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1209.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1209.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1209.5 - TRANSFERENCIA CAMBIAL FGA ICT",""
"Mar - PB1209.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1209.7 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1210.1 - PROV.MANUTENÇÕES EVOLUTIVAS COMPRAS",""
"Mar - PB1212.1 - PROV. CASA DO SW - AMS DW - JANEIRO E FE",""
"Mar - PB1212.2 - PROV. TECHEDGE - AMS PMRF - REF. JANEIRO",""
"Mar - PB1212.3 - PROV. TECHEDGE - GESTÃO MENSAL FS3 - REF",""
"Mar - PB1212.4 - APP_ASO__A M S TEC. FS3",""
"Mar - PB1212.5 - APP_ASO__A M S TEC. PMRF",""
"Mar - PB1212.6 - PROV. CASA DO SW - AMS DW - MANUTENÇÃO D",""
"Mar - PB1213.1 - PROV.FGPS - SERVIÇO A REGIME",""
"Mar - PB1213.2 - PROV.FINANCE SUPPLIERS SENSITIVITY SYSTE",""
"Mar - PB1213.3 - PROV.ESC - COMMON SUPPLIERS PORTAL ITO D",""
"Mar - PB1213.4 - PROV.FGP REPORTING AND SIMULATION FIASA",""
"Mar - PB1213.5 - PROV.PLUS MAINTENENCE",""
"Mar - PB1213.6 - PROV.GP - DOCUMENT MANAGEMENT",""
"Mar - PB1213.7 - PROV.GLOBAL SOURCING & SOURCE PACKAGE: S",""
"Mar - PB1213.8 - PROV.AMS FOR LATAM PURCHASE ORDER ARCHIV",""
"Mar - PB1213.9 - PROV.ELEARNING TOOL: SUPPORT",""
"Mar - PB1213.10 - PROV.GLOBAL CONTRACT MANAGEMENT CONVERGE",""
"Mar - PB1213.11 - PROV.ECMS - 2018 K2 SOFTWARE MAINTENANCE",""
"Mar - PB1213.12 - PROV.PBD / GLOBAL SCORECARD 2018",""
"Mar - PB1213.13 - PROV.FGPS - SERVIÇO A REGIME",""
"Mar - PB1213.14 - PROV.FINANCE SUPPLIERS SENSITIVITY SYSTE",""
"Mar - PB1213.15 - PROV.ESC - COMMON SUPPLIERS PORTAL ITO D",""
"Mar - PB1213.16 - PROV.FGP REPORTING AND SIMULATION FIASA",""
"Mar - PB1213.17 - PROV.PLUS MAINTENENCE",""
"Mar - PB1213.18 - PROV.GP - DOCUMENT MANAGEMENT",""
"Mar - PB1213.19 - PROV.GLOBAL SOURCING & SOURCE PACKAGE: S",""
"Mar - PB1213.20 - PROV.AMS FOR LATAM PURCHASE ORDER ARCHIV",""
"Mar - PB1213.21 - PROV.ELEARNING TOOL: SUPPORT",""
"Mar - PB1213.22 - PROV.GLOBAL CONTRACT MANAGEMENT CONVERGE",""
"Mar - PB1213.23 - PROV.ECMS - 2018 K2 SOFTWARE MAINTENANCE",""
"Mar - PB1213.24 - PROV.PBD / GLOBAL SCORECARD 2018",""
"Mar - PB1213.25 - VARIAÇÃO CAMBIAL CHRYSLER 2018 MARÇO",""
"Mar - PB1213.26 - VARIAÇÃO CAMBIAL CHRYSLER 2018 MARÇO",""
"Mar - PB1213.27 - VARIAÇÃO CÂMBIAL FGP 2018 MARÇO",""
"Mar - PB1213.28 - VARIAÇÃO CÂMBIAL FGP 2018 MARÇO",""
"Mar - PB1213.29 - VARIAÇÃO CAMBIAL CHRYSLER 2017 MARÇO",""
"Mar - PB1214.1 - 0800028968-NPO SISTEMAS DE INFO-EM-",""
"Mar - PB1214.2 - 0800028968-NPO SISTEMAS DE INFO-EM-",""
"Mar - PB1214.3 - CONTRATAÇÃO GESTÃO HPC",""
"Mar - PB1214.4 - CONTRATAÇÃO GESTÃO HPC",""
"Mar - PB1214.5 - CONTRATAÇÃO GESTÃO HPC",""
"Mar - PB1214.6 - CONTRATAÇÃO GESTÃO HPC",""
"Mar - PB1215.1 - PROV.MANUTENÇÕES EVOLUTIVAS ENGENHARIA",""
"Mar - PB1216.1 - PROV.MANUTENÇÃO SW LOGICAL CABLE 7/12",""
"Mar - PB1216.2 - PROV.MANUTENÇÃO SW A2MAC1 6/12",""
"Mar - PB1216.3 - PROV.MANUTENÇÃO ELEMENTS 5/12",""
"Mar - PB1216.4 - PROV.MANUTENÇÃO SW CAMEO 4/12",""
"Mar - PB1216.5 - PROV.MANUTENÇÃO SW FLOWMASTER 3/12",""
"Mar - PB1216.6 - PROV.MANUTENÇÃO SW SYMTA 3/12",""
"Mar - PB1216.7 - PROV.MANUTENÇÃO VIRTUAL LAB 3/12",""
"Mar - PB1216.8 - PROV.TCAE / UNIGRAPHICS 2/12",""
"Mar - PB1216.9 - PROV.MANUTENÇÃO SW PULSE 2/12",""
"Mar - PB1216.10 - PROV.E-STAGE E MAGICS 2/12",""
"Mar - PB1216.11 - PROV.GT POWER 1/12",""
"Mar - PB1216.12 - PROV.MATLAB 1/12",""
"Mar - PB1216.13 - PROV.RENV AN SW ANSYS HFSS 1/12",""
"Mar - PB1216.14 - PROV.CAMEO 5/12",""
"Mar - PB1216.15 - PROV.ELEMENTS 6/12",""
"Mar - PB1216.16 - PROV.FLOWMASTER 4/12",""
"Mar - PB1216.17 - PROV.GT POWER 2/12",""
"Mar - PB1216.18 - PROV.HFSS ANSOFTLINKS FOR IGES/STEP E DE",""
"Mar - PB1216.19 - PROV.LOGICAL CABLE 8/12",""
"Mar - PB1216.20 - PROV.MANUTENÇÃO SW PULSE 3/12",""
"Mar - PB1216.21 - PROV.MANUTENÇÃO SW SYMTA 4/12",""
"Mar - PB1216.22 - PROV.MANUTENÇÃO SW VIRTUAL LAB E TECWARE",""
"Mar - PB1216.23 - PROV.MATLAB 2/12",""
"Mar - PB1216.24 - PROV.SOFTWARE E-STAGE E MAGICS  3/12",""
"Mar - PB1216.25 - PROV.TCAE / UNIGRAPHICS 3/12",""
"Mar - PB1216.26 - PROV.SW SPECTRENDS 1/12",""
"Mar - PB1216.27 - MANUTENÇÃO SOFTWARE ABAQUS E ISIGHT - 12",""
"Mar - PB1216.28 - MANUTENÇÃO SW ANSA - 12/12",""
"Mar - PB1216.29 - RENOVAÇÃO ANUAL STARCCM+ - 10/15",""
"Mar - PB1216.30 - MANUTENÇÃO ANUAL SW VIRTUAL LAB E TECWAR",""
"Mar - PB1216.31 - MANUTENÇÃO SW HYPERWORKS E PBS - 8/12",""
"Mar - PB1216.32 - MANUTENÇÃO SW INCA  - 12/12",""
"Mar - PB1216.33 - MANUTENÇÃO AUTOFORM - 8/12",""
"Mar - PB1216.34 - MANUTENÇÃO PACOTE ADOBE - 8/12",""
"Mar - PB1216.35 - MANUTENÇÃO SW VI-GRADE - 10/12",""
"Mar - PB1216.36 - MANUTENÇÃO DE LICENÇAS KULI - 6/12",""
"Mar - PB1216.37 - MANUTENÇÃO SW MADYMO - 9/12",""
"Mar - PB1216.38 - MANUTENÇÃO DE LICENÇAS E3 - 11/12",""
"Mar - PB1216.39 - MANUTENÇÃO AUTODESK ALIAS/SHOWCASE  - 6/",""
"Mar - PB1216.40 - MANT SW ELA IBM  - 6/12",""
"Mar - PB1216.41 - MANUTENÇÃO ALTIA / MATLAB - 5/12",""
"Mar - PB1216.42 - MANUTENÇÃO SW NCODE - 5/12",""
"Mar - PB1216.43 - MANUT.SW ICEM SURF  - 5/12",""
"Mar - PB1216.44 - MANUT METAPOST - 6/12",""
"Mar - PB1216.45 - MANUT. SW MOLDFLOW - 4/12",""
"Mar - PB1216.46 - HELICAL 3D - ANSOL - 4/12",""
"Mar - PB1216.47 - MANUT SW EXCITE - 8/12",""
"Mar - PB1216.48 - MANUT SW AESTHETICA - 4/12",""
"Mar - PB1216.49 - SW SOFTWARE TESTE.LAB - 3/12",""
"Mar - PB1217.1 - PROV. STEFANINI - GESTÃO CAX - REF. JANE",""
"Mar - PB1217.2 - PROV. STEFANINI - SUPORTE ON SITE TEAMCE",""
"Mar - PB1217.3 - PROV. T-SYSTEMS - GESTAO MENSAL TEAMCENT",""
"Mar - PB1217.4 - APP_PFS_GESTÃO TEAMCENTER",""
"Mar - PB1217.5 - 0800028744-T-SYSTEMS DO BRASIL-EM-",""
"Mar - PB1217.6 - 0800028744-T-SYSTEMS DO BRASIL-EM-",""
"Mar - PB1217.7 - PROV. FRAMEWORK - GESTÃO SISTEMA FRAMEWO",""
"Mar - PB1217.8 - PROV. STEFANINI - WORKSTATION CAX - REF.",""
"Mar - PB1217.9 - PROV. STEFANINI - SUPORTE ON SITE TEAMCE",""
"Mar - PB1218.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1218.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1218.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1218.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1218.5 - TRANSFERENCIA CAMBIAL FGA ICT",""
"Mar - PB1218.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1218.7 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1219.1 - AGUA MINERAL (GALAO 20L)",""
"Mar - PB1219.2 - AGUA MINERAL (GALAO 20L)",""
"Mar - PB1219.3 - AGUA MINERAL (GALAO 20L)",""
"Mar - PB1219.4 - AGUA MINERAL (GALAO 20L)",""
"Mar - PB1220.1 - PROV. ICT GOVERNANCE - DESPESAS - REF. J",""
"Mar - PB1220.2 - PROV. ICT GOVERNANCE - DESPESAS - REF. J",""
"Mar - PB1223.1 - PROV. IBM - SMART AMS - REF. JANEIRO E F",""
"Mar - PB1223.2 - APP_ASO_AMS_IBM",""
"Mar - PB1223.3 - APP_ASO_AMS_IBM",""
"Mar - PB1223.4 - APP_ASO_AMS_IBM",""
"Mar - PB1223.5 - PROV. REPLY - REPLY SMART AMS - REF. JAN",""
"Mar - PB1225.1 - ICTL- ANALISE E GESTAO FINANCEIRA -BAIXA",""
"Mar - PB1225.2 - 0053700022 - SERVICOS PROFISSIONAIS-SET",""
"Mar - PB1225.3 - PROV.SUPORTE GARTNER 1/3",""
"Mar - PB1226.1 - ICTL- ARQUITETURA BANCO DE DADOS - MEDIA",""
"Mar - PB1226.2 - ICTL- ANALISE PROCESSOS ITIL - ALTA",""
"Mar - PB1226.3 - MANUTENÇÃO ANUAL DRIVE IT - 12/12",""
"Mar - PB1227.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1227.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1227.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1227.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018",""
"Mar - PB1227.5 - TRANSFERENCIA CAMBIAL FGA ICT",""
"Mar - PB1227.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2017",""
"Mar - PB1227.7 - PROV.ICT DESP FCA ITA JAN-DEZ 2016",""
"Mar - PB1228.1 - EUS_DSS_INDUSTRIAL_FLEET DE PRODUÇÃO","PB1228.2 - Fleet de Produção (on-going)"
"Mar - PB1228.2 - REEMBOLSO DE PEÇAS FLEET","PB1228.3 - [FLEET] Reembolso peças e serviços Fleet Produção"
"Mar - PB1229.1 - PROV.MANUTENÇÃO SW MANUTENÇÃO HW FUNILAR","PB1229.1 - [ZEBRA] Manutenção de Hardware Funilaria (Body Shop)"
"Mar - PB1229.2 - PROV.[LICENSE] MAINTENANCE SW ZEBRA FUNI","PB1229.1 - [ZEBRA] Manutenção de Hardware Funilaria (Body Shop)"
"Mar - PB1229.3 - PROV.[ZEBRA] MANUTENÇÃO DE HARDWARE MONT","PB1229.2 - [ZEBRA] Manutenção de Hardware Montagem Final (General South)"
"Mar - PB1230.1 - PROV.MANUTENÇÕES EVOLUTIVAS INDUSTRIAL","PB1230.1 - [ME] Manutenções Evolutivas - Manufacturing"
"Mar - PB1231.1 - 0800034475-DASSAULT SYSTEMES DO-EM-","PB1231.10 - [LICENSE] Maintenance Catia V5 - Hybrid Design 2"
"Mar - PB1231.2 - 0800034475-DASSAULT SYSTEMES DO-EM-","PB1231.10 - [LICENSE] Maintenance Catia V5 - Hybrid Design 2"
"Mar - PB1231.3 - PROV.MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR","PB1231.7 - [LICENSE] Maintenance SW Zebra Funilaria (Body Shop)"
"Mar - PB1231.4 - PROV.SW TICON 2/12","PB1231.4 - [LICENSE] Maintenance TICON"
"Mar - PB1231.5 - PROV.MANT SW TCM SIEMEN PLM 2/12","PB1231.3 - [LICENSE] Maintenance TCM / NX / Process (Manufacturing)"
"Mar - PB1231.6 - PROV.[LICENSE] MAINTENANCE TCM / NX / PR","PB1231.3 - [LICENSE] Maintenance TCM / NX / Process (Manufacturing)"
"Mar - PB1231.7 - PROV.[LICENSE] MAINTENANCE TICON 3/12","PB1231.4 - [LICENSE] Maintenance TICON"
"Mar - PB1231.8 - PROV.[ZEBRA] MANUTENÇÃO DE HARDWARE FUNI","PB1231.7 - [LICENSE] Maintenance SW Zebra Funilaria (Body Shop)"
"Mar - PB1231.9 - PROV.[LICENSE] MAINTENANCE SW ZEBRA MONT","PB1231.8 - [LICENSE] Maintenance SW Zebra Montagem Final (General South)"
"Mar - PB1231.10 - MANUTENÇÃO SOFTWARE TRAKSYS HSI - 12/12","PB1231.6 - [LICENSE] Maintenance TrakSYS - Powertrain"
"Mar - PB1231.11 - MANUTENÇÃO AUTOCAD E AUTODESK - 10/12","PB1231.5 - [LICENSE] Maintenance SW AutoCAD / Autodesk"
"Mar - PB1231.12 - MANUTENÇÃO SW CITRIX - 11/12","PB1231.12 - [LICENSE] Maintenance Citrix"
"Mar - PB1231.13 - MANUTENÇÃO SW OSS - 12/12","PB1231.2 - [LICENSE] Maintenance OSS JDA"
"Mar - PB1231.14 - MANUTENÇÃO SW EPLAN  - 5/12","PB1231.11 - [LICENSE] Maintenance Eplan Electric P8"
"Mar - PB1231.15 - MANUT. AUTODESKPRODDESIGN - 6/12","PB1231.13 - [LICENSE] Maintenance Autodesk / Autocad"
"Mar - PB1231.16 - MANUT. SW PAMSTAMP  - 4/12","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Mar - PB1231.17 - CATIA V5 HYBRID DESIGN - 3/12","PB1231.10 - [LICENSE] Maintenance Catia V5 - Hybrid Design 2"
"Mar - PB1232.1 - 0800036027-REPLY DO BRASIL SIST-EM-","PB1232.21 - Suporte On-Going Projetos Cross Manufacturing"
"Mar - PB1232.2 - 0800036027-REPLY DO BRASIL SIST-EM-","PB1232.21 - Suporte On-Going Projetos Cross Manufacturing"
"Mar - PB1232.3 - 0800036027-REPLY DO BRASIL SIST-EM-","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.4 - 0800036027-REPLY DO BRASIL SIST-EM-","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.5 - 0800022202-ENGINEERING DO BRASI-EM-","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.6 - 0800022202-ENGINEERING DO BRASI-EM-","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.7 - 0800022202-ENGINEERING DO BRASI-EM-","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.8 - 0800022202-ENGINEERING DO BRASI-EM-","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.9 - PROV. ENGINEERING - SUPORTE AMS UTE DIGI","PB1232.5 - [UTE] PLS Ute Digital Brasil (On Site)"
"Mar - PB1232.10 - PROV. FATOR M SISTEMAS - RENOVAÇÃO AMS I","PB1232.8 - [imSystem] AMS - Perdas Prod. Mão de Obra"
"Mar - PB1232.11 - PROV. GTON - SGF - SISTEMA DE GESTÃO DE","PB1232.11 - [SGF] AMS - Sistema de Gestão de Ferramentas"
"Mar - PB1232.12 - PROV. HSI - GESTÃO DO SISTEMA TRAKSYS (C","PB1232.10 - [TRAKSYS] AMS - Serviços de Suporte Customizados (CSS) Traksys Powertrain"
"Mar - PB1232.13 - PROV. LUMIAR SOFT - LICENÇAS DE USO E MA","PB1232.12 - [SIMCA] AMS Gestão de Resíduos"
"Mar - PB1232.14 - PROV. REPLY - MANUTENÇÃO SISTEMAS MANUFA","PB1232.2 - [SRS / PMS / SACM / SIC] AMS"
"Mar - PB1232.15 - PROV. STEFANINI - GESTÃO CAX - REF. JANE","PB1232.14 - [TCM] AMS CAD/PLM (Parte Industrial)"
"Mar - PB1232.16 - PROV. STEFANINI - SUPORTE ON SITE TEAMCE","PB1232.15 - [TCM] Suporte on site Teamcenter (Parte Industrial)"
"Mar - PB1232.17 - PROV. STEFANINI - SUPORTE TCM METODOLOGI","PB1232.7 - [TCM] AMS - PLM"
"Mar - PB1232.18 - PROV. T-SYSTEMS - GESTAO MENSAL TEAMCENT","PB1232.13 - [TCM] Gestão de Workstation (Parte Industrial)"
"Mar - PB1232.19 - [CW] PLS - COLOR WHEEL SYSTEM","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.20 - [CW] PLS - COLOR WHEEL SYSTEM","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.21 - APP_PFS__ANALISE DE SISTEMAS - ALTA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.22 - APP_PFS__ANALISE DE SISTEMAS - MÉDIA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.23 - APP_ASO_AMS_A M S IMSYSTEM","PB1232.8 - [imSystem] AMS - Perdas Prod. Mão de Obra"
"Mar - PB1232.24 - AMS - SUPORTE UTE DIGITAL","PB1232.5 - [UTE] PLS Ute Digital Brasil (On Site)"
"Mar - PB1232.25 - APP_ASO_AMS_A M S TRAKSYS (CSS)","PB1232.10 - [TRAKSYS] AMS - Serviços de Suporte Customizados (CSS) Traksys Powertrain"
"Mar - PB1232.26 - APP_ASO_AMS_MAS - SIMCA GER.","PB1232.12 - [SIMCA] AMS Gestão de Resíduos"
"Mar - PB1232.27 - APP_PFS__ANALISE DE SISTEMAS - MÉDIA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.28 - APP_PFS__ANALISE DE SISTEMAS - MÉDIA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Mar - PB1232.30 - [CW] PLS - COLOR WHEEL SYSTEM","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.31 - [CW] PLS - COLOR WHEEL SYSTEM","PB1232.4 - [CW] PLS - Color Wheel System"
"Mar - PB1232.32 - ANALISE NEGOCIOS AUTOMACAO - ALTA","PB1232.4 - [CW] PLS - Color Wheel System"
